Source,Target,Type,Kind,Id,Label,timeset,Weight
@estivenpv77,@ligadecampeones,Directed,Retweet,19114,,"<[2021-05-29T19:53:02.369Z, 2021-05-29T19:53:08.886Z, 2021-05-29T19:53:58.001Z]>",3
@richiemutuku,@chelseafc,Directed,Mention,19125,,<[2021-05-29T19:53:02.370Z]>,1
@richiemutuku,@chelseafc,Directed,Retweet,19126,,<[2021-05-29T19:53:02.370Z]>,1
@mewithurchest,@ballack,Directed,Mention,19169,,<[2021-05-29T19:53:02.525Z]>,1
@mewithurchest,@chelseafc,Directed,Mention,19170,,<[2021-05-29T19:53:02.525Z]>,1
@mewithurchest,@ballack,Directed,Retweet,19171,,<[2021-05-29T19:53:02.525Z]>,1
@josrowlings,@chelseafc,Directed,Mention,19205,,<[2021-05-29T19:53:02.532Z]>,1
@josrowlings,@chelseafc,Directed,Quote,19206,,<[2021-05-29T19:53:02.532Z]>,1
@josrowlings,@chelseafc,Directed,Retweet,19207,,<[2021-05-29T19:53:02.532Z]>,1
@pharuqkay,@chelseafc,Directed,Retweet,19235,,"<[2021-05-29T19:53:02.536Z, 2021-05-29T19:53:31.881Z]>",2
@arielolivera666,@championsleague,Directed,Mention,19238,,<[2021-05-29T19:53:02.537Z]>,1
@arielolivera666,@championsleague,Directed,Retweet,19239,,<[2021-05-29T19:53:02.537Z]>,1
@jayvinyoung,@soccerdotcom,Directed,Mention,19265,,<[2021-05-29T19:53:02.540Z]>,1
@jayvinyoung,@soccerdotcom,Directed,Retweet,19266,,<[2021-05-29T19:53:02.540Z]>,1
@moath,@marshmellomusic,Directed,Mention,19280,,<[2021-05-29T19:53:02.542Z]>,1
@moath,@pepsiglobal,Directed,Mention,19281,,<[2021-05-29T19:53:02.542Z]>,1
@ffootball_news,@ballack,Directed,Mention,19414,,<[2021-05-29T19:53:02.731Z]>,1
@ffootball_news,@chelseafc,Directed,Mention,19415,,"<[2021-05-29T19:53:02.731Z, 2021-05-29T19:53:16.969Z]>",2
@ffootball_news,@ballack,Directed,Retweet,19416,,<[2021-05-29T19:53:02.731Z]>,1
@kgyeke,@goal,Directed,Mention,19431,,"<[2021-05-29T19:53:02.735Z, 2021-05-29T19:53:02.744Z]>",2
@kgyeke,@goal,Directed,Retweet,19432,,"<[2021-05-29T19:53:02.735Z, 2021-05-29T19:53:02.744Z]>",2
@oviosu,@goal,Directed,Mention,19443,,<[2021-05-29T19:53:02.737Z]>,1
@oviosu,@goal,Directed,Retweet,19444,,<[2021-05-29T19:53:02.737Z]>,1
@naser31003934,@chelseafc,Directed,Quote,19447,,<[2021-05-29T19:53:02.738Z]>,1
@fkhalil84,@chelseafc,Directed,Retweet,19458,,<[2021-05-29T19:53:02.741Z]>,1
@mozziestark,@chelseafc,Directed,Quote,19475,,<[2021-05-29T19:53:02.745Z]>,1
@babswad,@montelicus,Directed,Mention,19478,,<[2021-05-29T19:53:02.746Z]>,1
@babswad,@montelicus,Directed,Retweet,19479,,<[2021-05-29T19:53:02.746Z]>,1
@koshe08,@brfootball,Directed,Mention,19495,,<[2021-05-29T19:53:02.748Z]>,1
@koshe08,@championsleague,Directed,Mention,19496,,<[2021-05-29T19:53:02.748Z]>,1
@koshe08,@brfootball,Directed,Retweet,19497,,<[2021-05-29T19:53:02.749Z]>,1
@kgyeke,@sjohnsonsport,Directed,Mention,19522,,<[2021-05-29T19:53:02.752Z]>,1
@kgyeke,@sjohnsonsport,Directed,Retweet,19523,,<[2021-05-29T19:53:02.752Z]>,1
@holabanjee,@ballack,Directed,Mention,19526,,<[2021-05-29T19:53:02.753Z]>,1
@holabanjee,@chelseafc,Directed,Mention,19527,,"<[2021-05-29T19:53:02.753Z, 2021-05-29T19:53:02.754Z]>",3
@holabanjee,@ballack,Directed,Retweet,19528,,<[2021-05-29T19:53:02.753Z]>,1
@holabanjee,@chelseafc,Directed,Retweet,19529,,"<[2021-05-29T19:53:02.753Z, 2021-05-29T19:53:02.754Z]>",2
@holabanjee,@chelseafc,Directed,Quote,19534,,<[2021-05-29T19:53:02.754Z]>,1
@kgyeke,@skysportsstatto,Directed,Mention,19540,,<[2021-05-29T19:53:02.755Z]>,2
@kgyeke,@skysportsstatto,Directed,Retweet,19541,,<[2021-05-29T19:53:02.755Z]>,2
@nanasebz,@championsleague,Directed,Mention,19552,,<[2021-05-29T19:53:02.757Z]>,1
@nanasebz,@championsleague,Directed,Retweet,19553,,<[2021-05-29T19:53:02.757Z]>,1
@consty227,@ballack,Directed,Mention,19586,,<[2021-05-29T19:53:02.762Z]>,1
@consty227,@chelseafc,Directed,Mention,19587,,"<[2021-05-29T19:53:02.762Z, 2021-05-29T19:53:02.766Z, 2021-05-29T19:53:11.912Z]>",4
@consty227,@ballack,Directed,Retweet,19588,,<[2021-05-29T19:53:02.762Z]>,1
@consty227,@chelseafc,Directed,Retweet,19593,,"<[2021-05-29T19:53:02.762Z, 2021-05-29T19:53:02.766Z, 2021-05-29T19:53:11.912Z]>",3
@ajoseadeniyi1,@ballack,Directed,Mention,19614,,<[2021-05-29T19:53:02.766Z]>,1
@ajoseadeniyi1,@chelseafc,Directed,Mention,19615,,<[2021-05-29T19:53:02.766Z]>,1
@ajoseadeniyi1,@ballack,Directed,Retweet,19616,,<[2021-05-29T19:53:02.766Z]>,1
@consty227,@chelseafc,Directed,Quote,19617,,<[2021-05-29T19:53:02.766Z]>,1
@charliefellows_,@chelseafc,Directed,Mention,19633,,"<[2021-05-29T19:53:02.769Z, 2021-05-29T19:53:04.893Z]>",2
@charliefellows_,@chelseafc,Directed,Retweet,19634,,<[2021-05-29T19:53:02.769Z]>,1
@tessyhyzeek,@frankkhaliduk,Directed,Mention,19661,,<[2021-05-29T19:53:02.773Z]>,1
@tessyhyzeek,@chelseafc,Directed,Mention,19662,,<[2021-05-29T19:53:02.773Z]>,1
@tessyhyzeek,@frankkhaliduk,Directed,Retweet,19663,,<[2021-05-29T19:53:02.773Z]>,1
@aimhigher201,@chelseafcinusa,Directed,Mention,19699,,<[2021-05-29T19:53:02.790Z]>,1
@aimhigher201,@chelseafcinusa,Directed,Retweet,19700,,<[2021-05-29T19:53:02.790Z]>,1
@peteromachi1,@squawkanews,Directed,Mention,19719,,<[2021-05-29T19:53:02.793Z]>,1
@peteromachi1,@squawkanews,Directed,Retweet,19720,,<[2021-05-29T19:53:02.793Z]>,1
@tyme_cs,@brfootball,Directed,Mention,19725,,<[2021-05-29T19:53:02.793Z]>,1
@tyme_cs,@championsleague,Directed,Mention,19726,,<[2021-05-29T19:53:02.793Z]>,1
@tyme_cs,@brfootball,Directed,Retweet,19727,,<[2021-05-29T19:53:02.793Z]>,1
@protagonist2019,@lnstantfoot,Directed,Quote,19734,,<[2021-05-29T19:53:02.884Z]>,1
@nromito23,@chelseafc,Directed,Mention,19735,,<[2021-05-29T19:53:02.886Z]>,1
@nromito23,@chelseafc,Directed,Retweet,19736,,<[2021-05-29T19:53:02.886Z]>,1
@fkhalil84,@chelseafcinusa,Directed,Mention,19748,,<[2021-05-29T19:53:02.896Z]>,1
@fkhalil84,@chelseafcinusa,Directed,Retweet,19749,,<[2021-05-29T19:53:02.896Z]>,1
@tife_risky,@islimfit,Directed,Retweet,19764,,<[2021-05-29T19:53:02.920Z]>,1
@real_dmacheda,@squawkanews,Directed,Mention,19797,,<[2021-05-29T19:53:03.085Z]>,1
@real_dmacheda,@squawkanews,Directed,Retweet,19798,,<[2021-05-29T19:53:03.085Z]>,1
@awolowoo_,@goal,Directed,Mention,19815,,<[2021-05-29T19:53:03.128Z]>,1
@awolowoo_,@goal,Directed,Retweet,19816,,<[2021-05-29T19:53:03.128Z]>,1
@makelelekan_04,@chelseafc,Directed,Mention,19831,,<[2021-05-29T19:53:03.924Z]>,1
@makelelekan_04,@chelseafc,Directed,Retweet,19832,,<[2021-05-29T19:53:03.924Z]>,1
@shoumaxi,@championsleague,Directed,Mention,19839,,<[2021-05-29T19:53:03.929Z]>,1
@shoumaxi,@championsleague,Directed,Retweet,19840,,<[2021-05-29T19:53:03.930Z]>,1
@naser31003934,@trollfootball,Directed,Mention,19862,,<[2021-05-29T19:53:04.231Z]>,1
@naser31003934,@trollfootball,Directed,Retweet,19863,,<[2021-05-29T19:53:04.231Z]>,1
@regista36,@squawka,Directed,Mention,19879,,<[2021-05-29T19:53:04.233Z]>,1
@regista36,@squawka,Directed,Retweet,19880,,<[2021-05-29T19:53:04.233Z]>,1
@badamasiumar_,@chelseafc,Directed,Mention,19896,,<[2021-05-29T19:53:04.236Z]>,1
@badamasiumar_,@chelseafc,Directed,Quote,19897,,<[2021-05-29T19:53:04.236Z]>,1
@badamasiumar_,@chelseafc,Directed,Retweet,19898,,<[2021-05-29T19:53:04.236Z]>,1
@charliefellows_,@ballack,Directed,Mention,19912,,<[2021-05-29T19:53:04.893Z]>,1
@charliefellows_,@ballack,Directed,Retweet,19913,,<[2021-05-29T19:53:04.893Z]>,1
@nanasebz,@ligadecampeones,Directed,Mention,19918,,<[2021-05-29T19:53:04.919Z]>,1
@nanasebz,@mancityes,Directed,Mention,19919,,<[2021-05-29T19:53:04.919Z]>,1
@nanasebz,@ligadecampeones,Directed,Retweet,19920,,<[2021-05-29T19:53:04.919Z]>,1
@kiddo_kash,@fabrizioromano,Directed,Mention,19945,,<[2021-05-29T19:53:05.031Z]>,1
@kiddo_kash,@fabrizioromano,Directed,Retweet,19946,,<[2021-05-29T19:53:05.031Z]>,1
@kwame_selasie,@bbcsport,Directed,Mention,19974,,<[2021-05-29T19:53:05.104Z]>,1
@kwame_selasie,@bbcsport,Directed,Retweet,19975,,<[2021-05-29T19:53:05.104Z]>,1
@jbliz1000,@mancity,Directed,Mention,20001,,<[2021-05-29T19:53:05.958Z]>,1
@championsleague,@mancity,Directed,Mention,20002,,<[2021-05-29T19:53:05.959Z]>,1
@og_fade,@championsleague,Directed,Mention,20020,,<[2021-05-29T19:53:06.079Z]>,1
@og_fade,@championsleague,Directed,Retweet,20021,,<[2021-05-29T19:53:06.079Z]>,1
@richieerr,@chelseafc,Directed,Mention,20022,,<[2021-05-29T19:53:06.091Z]>,1
@richieerr,@chelseafc,Directed,Retweet,20023,,<[2021-05-29T19:53:06.091Z]>,1
@ffootball_news,@skyfootball,Directed,Mention,20039,,<[2021-05-29T19:53:06.162Z]>,1
@ffootball_news,@skyfootball,Directed,Retweet,20040,,<[2021-05-29T19:53:06.162Z]>,1
@madafvka,@brfootball,Directed,Mention,20054,,<[2021-05-29T19:53:06.891Z]>,1
@madafvka,@brfootball,Directed,Retweet,20055,,<[2021-05-29T19:53:06.891Z]>,1
@myulhere,@chelseafc,Directed,Mention,20073,,<[2021-05-29T19:53:06.896Z]>,1
@myulhere,@chelseafc,Directed,Retweet,20074,,<[2021-05-29T19:53:06.896Z]>,1
@kitemaggwafic,@goal,Directed,Mention,20115,,<[2021-05-29T19:53:07.089Z]>,1
@kitemaggwafic,@goal,Directed,Retweet,20116,,<[2021-05-29T19:53:07.089Z]>,1
@silasem33700432,@squawkanews,Directed,Mention,20125,,<[2021-05-29T19:53:07.126Z]>,1
@silasem33700432,@squawkanews,Directed,Retweet,20126,,<[2021-05-29T19:53:07.126Z]>,1
@oram1026,@chelseafc,Directed,Mention,20130,,<[2021-05-29T19:53:07.154Z]>,1
@oram1026,@chelseafc,Directed,Quote,20131,,<[2021-05-29T19:53:07.154Z]>,1
@oram1026,@chelseafc,Directed,Retweet,20132,,<[2021-05-29T19:53:07.154Z]>,1
@imajanderson,@chelseafc,Directed,Mention,20158,,<[2021-05-29T19:53:07.862Z]>,1
@imajanderson,@chelseafc,Directed,Retweet,20159,,<[2021-05-29T19:53:07.862Z]>,1
@cleavon_hinds,@trollfootball,Directed,Mention,20198,,<[2021-05-29T19:53:08.030Z]>,1
@cleavon_hinds,@trollfootball,Directed,Retweet,20199,,<[2021-05-29T19:53:08.031Z]>,1
@estivenpv77,@mancityes,Directed,Mention,20240,,"<[2021-05-29T19:53:08.886Z, 2021-05-29T19:53:58.001Z]>",2
@redkalaharian,@chelseafc,Directed,Mention,20246,,<[2021-05-29T19:53:08.905Z]>,1
@redkalaharian,@chelseafc,Directed,Retweet,20247,,<[2021-05-29T19:53:08.905Z]>,1
@nick_del_valle,@brfootball,Directed,Mention,20268,,<[2021-05-29T19:53:09.008Z]>,1
@nick_del_valle,@championsleague,Directed,Mention,20269,,<[2021-05-29T19:53:09.008Z]>,1
@nick_del_valle,@brfootball,Directed,Retweet,20270,,<[2021-05-29T19:53:09.008Z]>,1
@mahzuz_,@championsleague,Directed,Mention,20276,,<[2021-05-29T19:53:09.042Z]>,1
@mahzuz_,@championsleague,Directed,Retweet,20277,,<[2021-05-29T19:53:09.043Z]>,1
@micael__q,@ballack,Directed,Mention,20293,,<[2021-05-29T19:53:09.106Z]>,1
@micael__q,@chelseafc,Directed,Mention,20294,,<[2021-05-29T19:53:09.106Z]>,1
@micael__q,@ballack,Directed,Retweet,20295,,<[2021-05-29T19:53:09.106Z]>,1
@iamdeebliiz,@fabrizioromano,Directed,Mention,20334,,<[2021-05-29T19:53:09.948Z]>,1
@iamdeebliiz,@fabrizioromano,Directed,Retweet,20335,,<[2021-05-29T19:53:09.948Z]>,1
@kossyxo,@fabrizioromano,Directed,Mention,20342,,<[2021-05-29T19:53:10.012Z]>,1
@kossyxo,@fabrizioromano,Directed,Retweet,20343,,<[2021-05-29T19:53:10.013Z]>,1
@maikudi33311278,@ballack,Directed,Mention,20387,,<[2021-05-29T19:53:10.910Z]>,1
@maikudi33311278,@chelseafc,Directed,Mention,20388,,"<[2021-05-29T19:53:10.910Z, 2021-05-29T19:53:18.265Z, 2021-05-29T19:53:29.831Z, 2021-05-29T19:53:46.042Z, 2021-05-29T19:54:01.008Z, 2021-05-29T19:54:10.923Z]>",6
@maikudi33311278,@ballack,Directed,Retweet,20389,,<[2021-05-29T19:53:10.910Z]>,1
@f3rnand0_19,@brfootball,Directed,Mention,20423,,<[2021-05-29T19:53:11.003Z]>,1
@f3rnand0_19,@championsleague,Directed,Mention,20424,,<[2021-05-29T19:53:11.003Z]>,1
@f3rnand0_19,@brfootball,Directed,Retweet,20425,,<[2021-05-29T19:53:11.003Z]>,1
@regista36,@rmadridbabe,Directed,Mention,20457,,<[2021-05-29T19:53:11.055Z]>,1
@regista36,@rmadridbabe,Directed,Retweet,20458,,<[2021-05-29T19:53:11.055Z]>,1
@tmoreofficial98,@city_xtra,Directed,Mention,20470,,<[2021-05-29T19:53:11.914Z]>,1
@tmoreofficial98,@chelseafc,Directed,Mention,20471,,<[2021-05-29T19:53:11.914Z]>,1
@tmoreofficial98,@city_xtra,Directed,Retweet,20472,,<[2021-05-29T19:53:11.914Z]>,1
@city_xtra,@chelseafc,Directed,Mention,20473,,<[2021-05-29T19:53:11.914Z]>,1
@maximedeparis1,@chelseafc,Directed,Quote,20498,,<[2021-05-29T19:53:11.943Z]>,1
@filipsutic,@chelseafc,Directed,Mention,20504,,"<[2021-05-29T19:53:11.962Z, 2021-05-29T19:53:26.862Z]>",2
@filipsutic,@chelseafc,Directed,Retweet,20505,,"<[2021-05-29T19:53:11.963Z, 2021-05-29T19:53:26.862Z]>",2
@mdh4mka,@chelseafc,Directed,Mention,20508,,<[2021-05-29T19:53:12.019Z]>,1
@mdh4mka,@chelseafc,Directed,Retweet,20509,,<[2021-05-29T19:53:12.019Z]>,1
@agbesomebody,@islimfit,Directed,Mention,20522,,<[2021-05-29T19:53:12.072Z]>,1
@agbesomebody,@islimfit,Directed,Retweet,20523,,<[2021-05-29T19:53:12.072Z]>,1
@jordycarlreno24,@chelseafc_indo,Directed,Mention,20544,,<[2021-05-29T19:53:12.872Z]>,1
@jordycarlreno24,@chelseafc_indo,Directed,Retweet,20545,,<[2021-05-29T19:53:12.873Z]>,1
@ra_ochoa,@championsleague,Directed,Mention,20600,,<[2021-05-29T19:53:13.343Z]>,1
@ra_ochoa,@championsleague,Directed,Retweet,20601,,<[2021-05-29T19:53:13.343Z]>,1
@promisennamdi1,@goal,Directed,Mention,20627,,<[2021-05-29T19:53:13.859Z]>,1
@promisennamdi1,@goal,Directed,Retweet,20628,,<[2021-05-29T19:53:13.859Z]>,1
@hrhstillstacie,@championsleague,Directed,Mention,20638,,<[2021-05-29T19:53:13.878Z]>,1
@hrhstillstacie,@championsleague,Directed,Retweet,20639,,<[2021-05-29T19:53:13.878Z]>,1
@feith_mimie,@championsleague,Directed,Mention,20660,,<[2021-05-29T19:53:13.964Z]>,1
@feith_mimie,@championsleague,Directed,Retweet,20661,,<[2021-05-29T19:53:13.964Z]>,1
@yuva_yuvanian,@chelseafc,Directed,Quote,20662,,<[2021-05-29T19:53:13.970Z]>,1
@k_o_p_e_t,@chelseafc_indo,Directed,Mention,20722,,<[2021-05-29T19:53:14.920Z]>,1
@k_o_p_e_t,@chelseafc_indo,Directed,Retweet,20723,,<[2021-05-29T19:53:14.920Z]>,1
@jamac_kai,@chelseafc,Directed,Mention,20730,,<[2021-05-29T19:53:15.026Z]>,1
@jamac_kai,@chelseafc,Directed,Retweet,20731,,<[2021-05-29T19:53:15.026Z]>,1
@kelvinmp_wwe,@fabrizioromano,Directed,Mention,20772,,<[2021-05-29T19:53:15.848Z]>,1
@kelvinmp_wwe,@fabrizioromano,Directed,Retweet,20773,,<[2021-05-29T19:53:15.849Z]>,1
@that_petit_boy,@fabrizioromano,Directed,Mention,20822,,<[2021-05-29T19:53:16.021Z]>,1
@that_petit_boy,@fabrizioromano,Directed,Retweet,20823,,<[2021-05-29T19:53:16.022Z]>,1
@anggagungde,@chelseafc,Directed,Mention,20831,,"<[2021-05-29T19:53:16.102Z, 2021-05-29T19:53:26.981Z]>",2
@anggagungde,@chelseafc,Directed,Retweet,20832,,"<[2021-05-29T19:53:16.102Z, 2021-05-29T19:53:26.981Z]>",2
@ffootball_news,@chelseafc,Directed,Quote,20885,,<[2021-05-29T19:53:16.969Z]>,1
@ffootball_news,@chelseafc,Directed,Retweet,20886,,<[2021-05-29T19:53:16.969Z]>,1
@morena_moloi1,@chelseafc,Directed,Mention,20889,,<[2021-05-29T19:53:16.977Z]>,1
@morena_moloi1,@chelseafc,Directed,Retweet,20890,,<[2021-05-29T19:53:16.978Z]>,1
@its__maleeck,@mancity,Directed,Mention,20909,,<[2021-05-29T19:53:17.078Z]>,1
@its__maleeck,@mancity,Directed,Retweet,20910,,<[2021-05-29T19:53:17.078Z]>,1
@kakkoiisekai,@trollfootball,Directed,Mention,20911,,<[2021-05-29T19:53:17.086Z]>,1
@kakkoiisekai,@trollfootball,Directed,Retweet,20912,,<[2021-05-29T19:53:17.086Z]>,1
@wins94,@chelseafc,Directed,Mention,20937,,"<[2021-05-29T19:53:17.889Z, 2021-05-29T19:53:20.922Z, 2021-05-29T19:53:21.992Z]>",3
@wins94,@chelseafc,Directed,Retweet,20938,,"<[2021-05-29T19:53:17.890Z, 2021-05-29T19:53:20.922Z]>",2
@asantebatistuta,@fabrizioromano,Directed,Mention,20958,,<[2021-05-29T19:53:17.966Z]>,1
@asantebatistuta,@fabrizioromano,Directed,Retweet,20959,,<[2021-05-29T19:53:17.966Z]>,1
@mdh4mka,@fabrizioromano,Directed,Mention,20960,,<[2021-05-29T19:53:17.967Z]>,1
@mdh4mka,@fabrizioromano,Directed,Retweet,20961,,<[2021-05-29T19:53:17.967Z]>,1
@madafvka,@goal,Directed,Mention,20975,,<[2021-05-29T19:53:18.264Z]>,1
@madafvka,@goal,Directed,Retweet,20976,,<[2021-05-29T19:53:18.264Z]>,1
@maikudi33311278,@chelseafc,Directed,Quote,20981,,<[2021-05-29T19:53:18.265Z]>,1
@maikudi33311278,@chelseafc,Directed,Retweet,20982,,"<[2021-05-29T19:53:18.265Z, 2021-05-29T19:53:29.831Z, 2021-05-29T19:53:46.042Z, 2021-05-29T19:54:01.008Z, 2021-05-29T19:54:10.923Z]>",5
@kossyxo,@chelseafc,Directed,Mention,21003,,<[2021-05-29T19:53:18.269Z]>,1
@kossyxo,@chelseafc,Directed,Retweet,21004,,<[2021-05-29T19:53:18.269Z]>,1
@xiaahsan,@goal,Directed,Mention,21108,,<[2021-05-29T19:53:19.896Z]>,1
@xiaahsan,@goal,Directed,Retweet,21109,,<[2021-05-29T19:53:19.896Z]>,1
@mdh4mka,@brfootball,Directed,Mention,21120,,<[2021-05-29T19:53:19.934Z]>,1
@mdh4mka,@championsleague,Directed,Mention,21121,,<[2021-05-29T19:53:19.934Z]>,1
@mdh4mka,@brfootball,Directed,Retweet,21122,,<[2021-05-29T19:53:19.935Z]>,1
@seth__1,@chelseafc_sp,Directed,Mention,21132,,<[2021-05-29T19:53:20.008Z]>,1
@seth__1,@chelseafc_sp,Directed,Retweet,21133,,<[2021-05-29T19:53:20.008Z]>,1
@koshe08,@chelseafc,Directed,Mention,21136,,<[2021-05-29T19:53:20.035Z]>,1
@koshe08,@chelseafc,Directed,Quote,21137,,<[2021-05-29T19:53:20.036Z]>,1
@koshe08,@chelseafc,Directed,Retweet,21138,,<[2021-05-29T19:53:20.036Z]>,1
@silasem33700432,@bbcsport,Directed,Mention,21157,,<[2021-05-29T19:53:20.406Z]>,1
@silasem33700432,@bbcsport,Directed,Retweet,21158,,<[2021-05-29T19:53:20.406Z]>,1
@olaniranfaith,@championsleague,Directed,Mention,21162,,<[2021-05-29T19:53:20.410Z]>,1
@olaniranfaith,@championsleague,Directed,Retweet,21163,,<[2021-05-29T19:53:20.410Z]>,1
@pharuqkay,@championsleague,Directed,Mention,21203,,<[2021-05-29T19:53:20.926Z]>,1
@pharuqkay,@championsleague,Directed,Retweet,21204,,<[2021-05-29T19:53:20.926Z]>,1
@infame_007,@futpicante,Directed,Mention,21228,,<[2021-05-29T19:53:21.041Z]>,1
@infame_007,@futpicante,Directed,Retweet,21229,,<[2021-05-29T19:53:21.041Z]>,1
@asantebatistuta,@championsleague,Directed,Mention,21251,,<[2021-05-29T19:53:21.179Z]>,1
@asantebatistuta,@championsleague,Directed,Retweet,21252,,<[2021-05-29T19:53:21.180Z]>,1
@khaligraphy1,@championsleague,Directed,Mention,21258,,<[2021-05-29T19:53:21.842Z]>,1
@khaligraphy1,@championsleague,Directed,Retweet,21259,,<[2021-05-29T19:53:21.842Z]>,1
@enckafq,@chelseafc,Directed,Quote,21264,,<[2021-05-29T19:53:21.845Z]>,1
@qinisotmagubane,@chelseafc,Directed,Mention,21282,,"<[2021-05-29T19:53:21.978Z, 2021-05-29T19:54:05.033Z]>",2
@qinisotmagubane,@chelseafc,Directed,Quote,21283,,<[2021-05-29T19:53:21.979Z]>,1
@qinisotmagubane,@chelseafc,Directed,Retweet,21284,,"<[2021-05-29T19:53:21.979Z, 2021-05-29T19:54:05.034Z]>",2
@wins94,@ballack,Directed,Mention,21299,,<[2021-05-29T19:53:21.992Z]>,1
@wins94,@ballack,Directed,Retweet,21300,,<[2021-05-29T19:53:21.992Z]>,1
@promisennamdi1,@city_chief,Directed,Mention,21382,,<[2021-05-29T19:53:23.137Z]>,1
@promisennamdi1,@city_chief,Directed,Retweet,21383,,<[2021-05-29T19:53:23.137Z]>,1
@kb1kash,@championsleague,Directed,Mention,21404,,"<[2021-05-29T19:53:23.151Z, 2021-05-29T19:53:56.106Z]>",2
@kb1kash,@championsleague,Directed,Retweet,21405,,"<[2021-05-29T19:53:23.151Z, 2021-05-29T19:53:56.107Z]>",2
@stev3nbeef,@optajoe,Directed,Mention,21413,,<[2021-05-29T19:53:23.156Z]>,1
@stev3nbeef,@optajoe,Directed,Retweet,21414,,<[2021-05-29T19:53:23.156Z]>,1
@bayarsa07020804,@bbcsport,Directed,Mention,21423,,<[2021-05-29T19:53:23.891Z]>,1
@bayarsa07020804,@bbcsport,Directed,Retweet,21424,,<[2021-05-29T19:53:23.891Z]>,1
@truebluesindo,@championsleague,Directed,Mention,21439,,<[2021-05-29T19:53:23.912Z]>,1
@truebluesindo,@championsleague,Directed,Retweet,21440,,<[2021-05-29T19:53:23.912Z]>,1
@kicikecil,@chelseafc,Directed,Mention,21441,,"<[2021-05-29T19:53:23.917Z, 2021-05-29T19:53:39.055Z]>",2
@kicikecil,@chelseafc,Directed,Quote,21442,,<[2021-05-29T19:53:23.917Z]>,1
@kicikecil,@chelseafc,Directed,Retweet,21443,,<[2021-05-29T19:53:23.917Z]>,1
@kudoushinc,@chelseafc,Directed,Mention,21450,,"<[2021-05-29T19:53:23.955Z, 2021-05-29T19:53:31.171Z]>",2
@kudoushinc,@chelseafc,Directed,Retweet,21451,,"<[2021-05-29T19:53:23.955Z, 2021-05-29T19:53:31.172Z]>",2
@nimesh_fernan,@championsleague,Directed,Mention,21454,,"<[2021-05-29T19:53:23.988Z, 2021-05-29T19:53:30.134Z]>",2
@nimesh_fernan,@championsleague,Directed,Retweet,21455,,<[2021-05-29T19:53:23.988Z]>,1
@sportcentre12,@brfootball,Directed,Mention,21459,,<[2021-05-29T19:53:24.016Z]>,1
@sportcentre12,@championsleague,Directed,Mention,21460,,<[2021-05-29T19:53:24.016Z]>,1
@jadenrama,@frankkhaliduk,Directed,Mention,21505,,<[2021-05-29T19:53:24.918Z]>,1
@jadenrama,@frankkhaliduk,Directed,Retweet,21506,,<[2021-05-29T19:53:24.919Z]>,1
@tesyasr,@footballfactly,Directed,Mention,21526,,<[2021-05-29T19:53:24.946Z]>,1
@tesyasr,@footballfactly,Directed,Retweet,21527,,<[2021-05-29T19:53:24.946Z]>,1
@imajanderson,@brfootball,Directed,Mention,21528,,<[2021-05-29T19:53:24.954Z]>,1
@imajanderson,@championsleague,Directed,Mention,21529,,<[2021-05-29T19:53:24.954Z]>,1
@imajanderson,@brfootball,Directed,Retweet,21530,,<[2021-05-29T19:53:24.954Z]>,1
@kennyalexander_,@cracks_oficial,Directed,Mention,21531,,<[2021-05-29T19:53:24.954Z]>,1
@kennyalexander_,@cracks_oficial,Directed,Retweet,21532,,<[2021-05-29T19:53:24.954Z]>,1
@aimhigher201,@frankkhaliduk,Directed,Mention,21537,,"<[2021-05-29T19:53:25.052Z, 2021-05-29T19:53:41.101Z]>",2
@aimhigher201,@chelseafc,Directed,Mention,21538,,"<[2021-05-29T19:53:25.052Z, 2021-05-29T19:53:31.931Z, 2021-05-29T19:53:41.101Z]>",3
@aimhigher201,@frankkhaliduk,Directed,Retweet,21539,,"<[2021-05-29T19:53:25.053Z, 2021-05-29T19:53:41.101Z]>",2
@thegiseng,@btsportfootball,Directed,Mention,21542,,<[2021-05-29T19:53:25.059Z]>,1
@thegiseng,@btsportfootball,Directed,Retweet,21543,,<[2021-05-29T19:53:25.059Z]>,1
@harith4real,@fabrizioromano,Directed,Mention,21591,,<[2021-05-29T19:53:25.887Z]>,1
@harith4real,@fabrizioromano,Directed,Retweet,21592,,<[2021-05-29T19:53:25.887Z]>,1
@kevindagod10,@chelseafc,Directed,Mention,21593,,<[2021-05-29T19:53:25.887Z]>,1
@kevindagod10,@chelseafc,Directed,Quote,21594,,<[2021-05-29T19:53:25.887Z]>,1
@kevindagod10,@chelseafc,Directed,Retweet,21595,,<[2021-05-29T19:53:25.887Z]>,1
@oram1026,@sporf,Directed,Mention,21604,,<[2021-05-29T19:53:25.970Z]>,1
@oram1026,@sporf,Directed,Retweet,21605,,<[2021-05-29T19:53:25.971Z]>,1
@ra_ochoa,@futbool_fotos,Directed,Mention,21607,,<[2021-05-29T19:53:25.994Z]>,1
@ra_ochoa,@futbool_fotos,Directed,Retweet,21608,,<[2021-05-29T19:53:25.994Z]>,1
@filipsutic,@chelseafc,Directed,Quote,21666,,<[2021-05-29T19:53:26.862Z]>,1
@rdtprd,@fabrizioromano,Directed,Mention,21689,,<[2021-05-29T19:53:26.958Z]>,1
@rdtprd,@fabrizioromano,Directed,Retweet,21690,,<[2021-05-29T19:53:26.958Z]>,1
